feature,weight
intercept,0.03348080321579726
UsedProperty,-0.03350476967435757
Property Size Description,0.040759653673978956
Year,0.04266802986061667
Month,0.026137403000730922
Town,-0.059450790798616725
Apartment,-0.14598001180519257
Neighbourhood,0.6589913554078846
Eircode,0.16742983239456716
Latitude,-0.08980624701889549
Longitude,0.05897628078663222
DistanceIFSC,-0.20255799562478918
DistanceSchool,-0.038116512812706185
DistancePark,0.3423134878418136
DistanceSecSchool,-0.01566035687995156
