feature,shap_importance
Neighbourhood,0.38122847290360845
Eircode,0.275749566172262
DistanceIFSC,0.23167671678396315
DistancePark,0.23141833043985335
UsedProperty,0.22180830558702033
Town,0.11705937578564829
Latitude,0.0592602494667741
DistanceSecSchool,0.043935947968362254
Apartment,0.04043261814392974
DistanceSchool,0.022542375610766517
Longitude,0.018015891925453668
Year,0.01422105191534787
Property Size Description,0.010462654706382359
Month,0.005915409315738422
