feature,mean_importance
Longitude,-0.001284966761583417
Property Size Description,-4.646732801275588e-05
Latitude,0.00013786732266662938
DistanceSecSchool,0.00033888410619046236
Apartment,0.0008491652871414401
Eircode,0.0008510476795352773
Month,0.001564887231046508
Year,0.0018296337622811464
DistanceSchool,0.0021217544915690502
DistancePark,0.0025670993591961344
DistanceIFSC,0.003203885015501229
UsedProperty,0.0038729296744151043
Town,0.0065671962149149166
Neighbourhood,1.1220018336342614
