feature,weight
intercept,0.22866160904800306
UsedProperty,-0.3997681932044638
Property Size Description,0.014681028271845567
Year,-0.05172329354295963
Month,0.008996691385730029
Town,-0.16606941564664335
Apartment,-0.3948697872845261
Neighbourhood,0.5890436642010087
Eircode,0.39767494165688905
Latitude,0.011088075458970151
Longitude,0.03685199163743455
DistanceIFSC,-0.2260136757567568
DistanceSchool,0.008397948887104606
DistancePark,0.28018636939265223
DistanceSecSchool,-0.08273948384986139
