feature,mean_importance
DistanceSecSchool,-0.0005323384611916948
Eircode,0.0003943915691090649
DistanceSchool,0.0055676922212687385
UsedProperty,0.006833874709368137
Property Size Description,0.00748570900586526
Year,0.009758783177512942
DistancePark,0.009807395012438724
Apartment,0.010178086617980687
DistanceIFSC,0.01632938500384785
Longitude,0.01824305651512632
Month,0.018933434950750984
Latitude,0.03747216877256432
Town,0.04404616941603
Neighbourhood,1.181928444970031
