feature,weight
intercept,0.15093376978512843
UsedProperty,-0.265212695545515
Property Size Description,-0.0033115741044787883
Year,0.07492462901262317
Month,0.001889693635683598
Town,-0.047479040772428746
Apartment,-0.2196763555885854
Neighbourhood,0.6389095685302612
Eircode,0.20011994950506243
Latitude,-0.03743941276078362
Longitude,0.05563408502701214
DistanceIFSC,-0.23328302840365833
DistanceSchool,-0.017891410117262238
DistancePark,0.317638443929647
DistanceSecSchool,-0.02915075790655001
