feature,mean_importance
DistanceSchool,-0.002276672612618247
Property Size Description,-0.00010634469036443494
Month,0.00015694611670454827
DistanceSecSchool,0.0009202442987148119
Year,0.0011642600045293605
Longitude,0.0037225957235885953
Town,0.006378762001818172
Apartment,0.01865956069609719
Latitude,0.025093904637034738
DistancePark,0.08680071545566696
UsedProperty,0.12864155899925844
DistanceIFSC,0.13943701640320305
Eircode,0.2991794847560544
Neighbourhood,0.7899723976356474
