feature,weight
intercept,0.17649776010393498
UsedProperty,-0.475028758183589
Property Size Description,0.0010396738721372063
Year,0.015575543762743883
Month,-0.005066502997866066
Town,-0.07345251694032089
Apartment,-0.3871158105179429
Neighbourhood,0.5982437816298761
Eircode,0.3584286834288449
Latitude,0.1046667636135525
Longitude,-0.054068905418714036
DistanceIFSC,-0.276711852439561
DistanceSchool,-0.05625243459084298
DistancePark,0.19344985914331272
DistanceSecSchool,0.010993469732342845
