feature,mean_importance
DistanceSchool,-0.006801415096196783
Property Size Description,-0.001042797180544419
DistanceSecSchool,0.0007224001649045353
Month,0.0023158441374342754
Year,0.01593272920103611
Latitude,0.020321136176419664
Apartment,0.0290846381543709
Town,0.03993011675077938
Longitude,0.04359152093067371
DistanceIFSC,0.05590588400306564
UsedProperty,0.05665890739280528
DistancePark,0.07104281743761895
Eircode,0.16690679387147306
Neighbourhood,0.8266855478436959
