feature,mean_importance
Property Size Description,0.0
Year,0.0
Month,0.0
Town,0.0
Apartment,0.0
Eircode,0.0
Latitude,0.0
Longitude,0.0
DistanceIFSC,0.0
DistanceSchool,0.0
DistancePark,0.0
DistanceSecSchool,0.0
UsedProperty,0.0021010504338273865
Neighbourhood,0.3243828760107521
