feature,weight
intercept,0.034780535347708336
UsedProperty,0.011739503304188072
Property Size Description,0.039273487873280645
Year,0.07044336702928868
Month,0.02783488334424914
Town,-0.05440198390715885
Apartment,-0.3777468578199226
Neighbourhood,0.6923241060555235
Eircode,0.10287242821235168
Latitude,-0.07778142649001422
Longitude,0.09750820861460278
DistanceIFSC,-0.14896386303572717
DistanceSchool,0.027087529403801353
DistancePark,0.23402324808367095
DistanceSecSchool,-0.027678480147031007
