name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.587282253966401,0.99
2_DecisionTree,Decision Tree,rmse,0.4392994650908475,20.37
3_Default_Xgboost,Xgboost,rmse,0.32986441938071803,26.05
4_Default_NeuralNetwork,Neural Network,rmse,0.3686607109233437,3.76
5_Default_RandomForest,Random Forest,rmse,0.39317587451095065,8.72
Ensemble,Ensemble,rmse,0.3254903244705881,0.32
