feature,shap_importance
Neighbourhood,0.573485916804708
Town,0.09141728992822613
DistancePark,0.039771872764070015
DistanceSecSchool,0.010675511485781363
Eircode,0.010078376192137228
DistanceSchool,0.009312303975747688
Longitude,0.009081240054228733
DistanceIFSC,0.008135939234518559
Month,0.00783967834399655
Latitude,0.004392040230820309
UsedProperty,0.004090137415694936
Apartment,0.0024810760308239858
Property Size Description,0.0016057113086638212
Year,0.0005515452311011775
