name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.4806700087819899,1.96
2_DecisionTree,Decision Tree,rmse,0.2754107227598968,6.48
3_Linear,Linear,rmse,0.27896966464284056,4.22
4_Default_Xgboost,Xgboost,rmse,0.2515055268856752,6.3
5_Default_NeuralNetwork,Neural Network,rmse,0.27923351843851274,1.53
6_Default_RandomForest,Random Forest,rmse,0.2529883775210733,8.69
Ensemble,Ensemble,rmse,0.24558294450139392,0.5
