feature,mean_importance
Postcode,0.0
Duration_L,0.0
Duration_F,0.0
Old/New_Y,0.0
Old/New_N,0.0
Property Type_T,0.0
Property Type_S,0.0
PPDCategory Type_A,0.0
Property Type_F,0.0
Year,0.0
Month,0.0
County,0.0
District,0.0
Add3,0.0
PPDCategory Type_B,0.0
Property Type_O,0.014113700819752644
Property Type_D,0.025172237696507404
Add2,0.2779596836839488
