feature,shap_importance
Add2,0.30643530575499894
Property Type_D,0.06587468565317892
Property Type_O,0.019976999967975757
Property Type_S,0.0
PPDCategory Type_A,0.0
Duration_L,0.0
Duration_F,0.0
Old/New_Y,0.0
Old/New_N,0.0
Property Type_T,0.0
Postcode,0.0
Property Type_F,0.0
Year,0.0
Month,0.0
County,0.0
District,0.0
Add3,0.0
PPDCategory Type_B,0.0
