feature,shap_importance
Neighbourhood,0.36617516630529334
DistancePark,0.03155404047623978
Month,0.00955584106331911
UsedProperty,0.0
Property Size Description,0.0
Year,0.0
Town,0.0
Apartment,0.0
Eircode,0.0
Latitude,0.0
Longitude,0.0
DistanceIFSC,0.0
DistanceSchool,0.0
DistanceSecSchool,0.0
