0,1.057185,1.054154
1,1.001946,1.004326
2,0.951547,0.959124
3,0.904947,0.919142
4,0.863153,0.88312
5,0.824415,0.8515
6,0.790043,0.822912
7,0.759718,0.797453
8,0.731861,0.775516
9,0.70572,0.755926
10,0.682954,0.73849
11,0.662117,0.723059
12,0.644273,0.708807
13,0.628286,0.697264
14,0.613239,0.686797
15,0.600517,0.676706
16,0.589072,0.668504
17,0.578661,0.661337
18,0.568564,0.655115
19,0.560487,0.649616
20,0.553379,0.644174
21,0.545759,0.640003
22,0.540263,0.636502
23,0.53411,0.633308
24,0.529804,0.630547
25,0.526102,0.628013
26,0.520585,0.624681
27,0.516603,0.622521
28,0.5133,0.620465
29,0.510479,0.618665
30,0.507254,0.616835
31,0.504609,0.615104
32,0.501392,0.613282
33,0.497986,0.611549
34,0.49561,0.61011
35,0.493448,0.60907
36,0.491075,0.607797
37,0.489455,0.607103
38,0.486421,0.605163
39,0.483902,0.603519
40,0.481302,0.601938
41,0.479752,0.60147
42,0.478131,0.600488
43,0.476782,0.599677
44,0.474656,0.598879
45,0.472182,0.597746
46,0.471118,0.597523
47,0.469777,0.59681
48,0.467481,0.595559
49,0.465839,0.595538
50,0.463995,0.594442
51,0.46297,0.593936
52,0.461254,0.593528
53,0.460131,0.592909
54,0.45814,0.591646
55,0.456512,0.591781
56,0.45571,0.591352
57,0.454222,0.591116
58,0.453301,0.590667
59,0.45174,0.589923
60,0.449934,0.590664
61,0.448441,0.590872
62,0.44751,0.591477
63,0.447276,0.591312
64,0.445886,0.591878
65,0.445013,0.591276
66,0.444512,0.591139
67,0.443746,0.590554
68,0.442873,0.590054
69,0.442773,0.589986
70,0.441013,0.590026
71,0.440924,0.589977
72,0.440473,0.589738
73,0.439838,0.589808
74,0.439573,0.589846
75,0.438982,0.589295
76,0.438293,0.588962
77,0.43749,0.588696
78,0.437112,0.588483
79,0.437059,0.588512
80,0.436826,0.588378
81,0.436313,0.588245
82,0.435903,0.58805
83,0.435858,0.58808
84,0.434632,0.587808
85,0.434155,0.587777
86,0.433288,0.587484
87,0.43244,0.587297
88,0.430948,0.586881
89,0.430853,0.586938
90,0.430076,0.586768
91,0.429973,0.586835
92,0.429732,0.586697
93,0.428361,0.58669
94,0.428244,0.586644
95,0.428195,0.586633
96,0.427487,0.586406
97,0.427152,0.586474
98,0.425722,0.585793
99,0.424125,0.585952
100,0.42408,0.586019
101,0.423353,0.58581
102,0.423062,0.585778
103,0.422241,0.585478
104,0.421962,0.58541
105,0.420968,0.584956
106,0.420708,0.584947
107,0.420359,0.584819
108,0.419576,0.584487
109,0.419046,0.584341
110,0.417347,0.583645
111,0.416457,0.583264
112,0.416096,0.583155
113,0.414607,0.582592
114,0.413893,0.582406
115,0.413315,0.582181
116,0.412318,0.581747
117,0.41207,0.581764
118,0.411997,0.581729
119,0.411486,0.58163
120,0.411007,0.581669
121,0.410795,0.58157
122,0.410392,0.581553
123,0.40984,0.581431
124,0.409323,0.581338
125,0.407916,0.581193
126,0.407559,0.581229
127,0.406719,0.581061
128,0.405714,0.580813
129,0.405251,0.580721
130,0.404981,0.580592
131,0.404779,0.580638
132,0.403926,0.580282
133,0.403359,0.580666
134,0.403316,0.580608
135,0.402658,0.580467
136,0.401833,0.581013
137,0.400995,0.581051
138,0.400068,0.580521
139,0.399317,0.580374
140,0.398807,0.580322
141,0.398252,0.579933
142,0.397858,0.579755
143,0.397083,0.579307
144,0.396563,0.579155
145,0.395623,0.578631
146,0.395435,0.578556
147,0.394778,0.578342
148,0.394532,0.578297
149,0.393954,0.57825
150,0.39385,0.578258
151,0.393017,0.577808
152,0.391456,0.578276
153,0.390856,0.578312
154,0.389966,0.578118
155,0.389718,0.578055
156,0.38826,0.578493
157,0.387868,0.578112
158,0.387727,0.578099
159,0.387459,0.57782
160,0.387146,0.57754
161,0.386718,0.57713
162,0.386403,0.577269
163,0.385346,0.577099
164,0.38506,0.577244
165,0.384625,0.577011
166,0.384187,0.576807
167,0.383471,0.576705
168,0.383209,0.576617
169,0.3829,0.576457
170,0.382266,0.576175
171,0.381975,0.575854
172,0.381658,0.576054
173,0.38119,0.575755
174,0.380923,0.575496
175,0.380502,0.575379
176,0.380301,0.575361
177,0.380078,0.575268
178,0.379556,0.575148
179,0.379074,0.575045
180,0.378802,0.574981
181,0.378456,0.574952
182,0.378226,0.575
183,0.377869,0.574867
184,0.377172,0.575158
185,0.376772,0.575236
186,0.376362,0.57502
187,0.37597,0.575117
188,0.375058,0.574602
189,0.374338,0.574698
190,0.37354,0.574542
191,0.37308,0.574677
192,0.372828,0.574575
193,0.372659,0.574548
194,0.372285,0.574591
195,0.372223,0.57456
196,0.372018,0.574389
197,0.371948,0.574337
198,0.371636,0.574241
199,0.371463,0.574187
200,0.370701,0.574126
201,0.370397,0.574253
202,0.370376,0.574257
203,0.370209,0.574227
204,0.369869,0.574256
205,0.368969,0.573831
206,0.36862,0.573844
207,0.368022,0.573639
208,0.36782,0.573483
209,0.367363,0.573623
210,0.367154,0.57355
211,0.366647,0.573457
212,0.366262,0.573579
213,0.366201,0.57361
214,0.365783,0.573539
215,0.365122,0.573405
216,0.364963,0.573229
217,0.364717,0.573076
218,0.363907,0.573008
219,0.363185,0.572752
220,0.362789,0.572552
221,0.362221,0.57254
222,0.36185,0.572361
223,0.36169,0.57229
224,0.361374,0.572366
225,0.361229,0.572289
226,0.360878,0.572118
227,0.360586,0.572219
228,0.360279,0.572201
229,0.359915,0.572097
230,0.359787,0.572049
231,0.359509,0.572071
232,0.359377,0.572022
233,0.358956,0.572014
234,0.358866,0.571985
235,0.358711,0.571943
236,0.35838,0.571821
237,0.358036,0.571863
238,0.35777,0.571817
239,0.357621,0.57177
240,0.357276,0.571411
241,0.356974,0.571457
242,0.356731,0.571434
243,0.35643,0.571462
244,0.356304,0.571595
245,0.356152,0.571525
246,0.35612,0.571527
247,0.356045,0.571601
248,0.35591,0.571591
249,0.355381,0.571655
250,0.355003,0.571471
251,0.354655,0.571104
252,0.354307,0.57106
253,0.353868,0.571014
254,0.353638,0.570983
255,0.353452,0.57092
256,0.353055,0.570949
257,0.352532,0.570673
258,0.351826,0.570449
259,0.351221,0.57032
260,0.350864,0.570462
261,0.350292,0.570464
262,0.349833,0.570503
263,0.349416,0.57047
264,0.349217,0.570299
265,0.349129,0.570252
266,0.348809,0.570283
267,0.34839,0.570337
268,0.348135,0.570472
269,0.347677,0.570299
270,0.347195,0.57014
271,0.346963,0.570167
272,0.346799,0.570101
273,0.346358,0.569996
274,0.346156,0.570038
275,0.345788,0.570352
276,0.345705,0.57038
277,0.34535,0.570338
278,0.345139,0.570282
279,0.345057,0.570266
280,0.344991,0.570256
281,0.344438,0.570119
282,0.344095,0.570077
283,0.343648,0.57012
284,0.343323,0.570149
285,0.34326,0.570121
286,0.343137,0.570257
287,0.342679,0.569943
288,0.342508,0.569944
289,0.342329,0.569993
290,0.342105,0.570183
291,0.341976,0.570202
292,0.341751,0.570182
293,0.341501,0.570181
294,0.341079,0.569898
295,0.340658,0.569808
296,0.34035,0.569634
297,0.339991,0.569595
298,0.339538,0.569927
299,0.339373,0.569895
300,0.338937,0.56979
301,0.338661,0.569654
302,0.33856,0.569648
303,0.338408,0.569647
304,0.338343,0.569589
305,0.337514,0.569128
306,0.337059,0.569552
307,0.336739,0.569492
308,0.336206,0.569498
